Date,Open,High,Low,Close,Adj Close,Volume
2023-05-15,32.389999,32.470001,32.119999,32.369999,32.006599,18841100
2023-05-16,32.060001,32.240002,31.500000,31.540001,31.185923,11069600
2023-05-17,31.809999,32.590000,31.639999,32.439999,32.075813,11269500
2023-05-18,32.279999,32.959999,32.250000,32.900002,32.530651,14241000
2023-05-19,33.119999,33.169998,32.490002,32.660000,32.293350,12598700
2023-05-22,32.709999,32.930000,32.389999,32.860001,32.491100,8866400
2023-05-23,33.000000,33.840000,32.939999,33.419998,33.044815,17717900
2023-05-24,33.000000,33.040001,32.009998,32.279999,31.917614,13357500
2023-05-25,32.160000,32.639999,32.130001,32.410000,32.046154,10492700
2023-05-26,32.619999,33.490002,32.349998,33.290001,32.916271,13656800
2023-05-30,33.700001,34.279999,33.320000,33.360001,32.985485,12671700
2023-05-31,32.950001,33.049999,31.860001,32.410000,32.046154,17934200
2023-06-01,32.490002,33.299999,32.139999,33.020000,32.740223,12466700
2023-06-02,33.660000,34.480000,33.470001,34.279999,33.989548,15308500
2023-06-05,34.450001,34.450001,33.660000,34.130001,33.840816,10067800
2023-06-06,34.000000,35.380001,33.980000,35.240002,34.941414,15596900
2023-06-07,35.389999,36.459999,35.230000,36.220001,35.913109,23167200
2023-06-08,36.200001,36.439999,35.680000,35.849998,35.546242,16196100
2023-06-09,37.490002,38.169998,36.230000,36.230000,35.923023,24307400
2023-06-12,36.270000,37.020000,36.259998,36.669998,36.359295,14901900
2023-06-13,36.959999,37.840000,36.959999,37.650002,37.330994,16449900
2023-06-14,37.840000,37.970001,37.040001,37.360001,37.043453,14879200
2023-06-15,37.189999,38.259998,37.180000,38.029999,37.707775,15692500
2023-06-16,38.119999,38.250000,37.650002,37.959999,37.638367,14518700
2023-06-20,37.700001,37.840000,36.919998,37.320000,37.003792,14380100
2023-06-21,37.310001,37.310001,36.880001,37.009998,36.696415,9085800
2023-06-22,36.779999,36.959999,36.360001,36.660000,36.349384,8616300
2023-06-23,35.930000,36.439999,35.799999,36.180000,35.873447,10153500
2023-06-26,36.029999,36.990002,36.029999,36.700001,36.389046,11904900
2023-06-27,37.009998,37.520000,36.450001,37.480000,37.162434,9125200
2023-06-28,37.500000,38.209999,37.410000,38.189999,37.866417,12882100
2023-06-29,38.330002,38.619999,38.000000,38.200001,37.876331,10460300
2023-06-30,38.310001,38.860001,38.000000,38.560001,38.233284,11612500
2023-07-03,38.740002,39.139999,38.630001,38.959999,38.629890,5578300
2023-07-05,39.099998,39.540001,38.910000,39.419998,39.085995,12110000
2023-07-06,38.919998,39.470001,38.599998,39.459999,39.125656,13108100
2023-07-07,39.540001,39.980000,39.320000,39.610001,39.274387,10604100
2023-07-10,39.580002,39.750000,39.189999,39.639999,39.304127,10507300
2023-07-11,39.570000,40.099998,39.160000,39.970001,39.631336,11399600
2023-07-12,40.840000,40.970001,40.380001,40.410000,40.067608,14534200
2023-07-13,40.720001,41.040001,40.410000,40.500000,40.156845,12446400
2023-07-14,40.610001,40.700001,39.939999,40.000000,39.661083,11044500
2023-07-17,39.480000,39.540001,38.509998,38.750000,38.421669,16143000
2023-07-18,38.740002,39.189999,38.549999,39.130001,38.798454,13306900
2023-07-19,39.299999,39.580002,39.160000,39.230000,38.897606,12775300
2023-07-20,38.970001,39.330002,38.720001,39.259998,38.927349,10626400
2023-07-21,39.639999,39.669998,38.340000,38.549999,38.223366,13619500
2023-07-24,38.869999,39.480000,38.759998,39.299999,38.967014,18209200
2023-07-25,37.730000,38.779999,37.110001,37.919998,37.598701,30599100
2023-07-26,37.959999,38.450001,37.639999,38.290001,37.965572,15673500
2023-07-27,38.730000,39.450001,38.529999,38.970001,38.639809,17589300
2023-07-28,38.750000,38.980000,37.740002,38.049999,37.727604,17473700
2023-07-31,38.150002,38.369999,37.799999,38.369999,38.044891,12138200
2023-08-01,38.040001,38.360001,37.900002,38.119999,37.797009,10232100
2023-08-02,37.630001,37.830002,37.259998,37.389999,37.073193,15516400
2023-08-03,37.189999,37.189999,36.630001,36.919998,36.607178,14754800
2023-08-04,36.849998,37.090000,36.369999,36.570000,36.260143,12405300
2023-08-07,36.830002,37.099998,36.360001,37.090000,36.775738,9910700
2023-08-08,36.279999,36.880001,36.099998,36.840000,36.527855,10281700
2023-08-09,36.500000,36.810001,36.209999,36.259998,35.952770,8254500
2023-08-10,36.299999,36.360001,34.000000,34.160000,33.870564,25601500
2023-08-11,34.029999,34.169998,33.419998,33.889999,33.602848,20514200
2023-08-14,33.450001,34.209999,33.419998,34.070000,33.781326,15853800
2023-08-15,33.599998,33.779999,33.220001,33.299999,33.017849,13365800
2023-08-16,33.150002,33.279999,32.709999,32.820000,32.541920,15254600
2023-08-17,33.070000,33.330002,32.759998,32.919998,32.641068,11476100
2023-08-18,32.580002,33.200001,32.570000,33.119999,32.839375,11778200
2023-08-21,33.250000,33.410000,32.980000,33.270000,32.988102,10766100
2023-08-22,33.470001,33.480000,32.849998,32.930000,32.650986,8634600
2023-08-23,32.840000,33.570000,32.759998,33.560001,33.275650,10262700
2023-08-24,33.400002,33.580002,32.759998,32.880001,32.601410,7875600
2023-08-25,33.070000,33.299999,32.049999,32.950001,32.670815,14298000
2023-08-28,33.259998,33.450001,32.930000,33.119999,32.839375,7393500
2023-08-29,33.220001,33.509998,33.080002,33.459999,33.176491,7511900
2023-08-30,33.459999,33.700001,33.349998,33.389999,33.107086,7856500
2023-08-31,33.509998,34.029999,33.290001,33.509998,33.315868,10168400
2023-09-01,33.590000,33.840000,33.259998,33.540001,33.345699,8803600
2023-09-05,33.360001,33.480000,33.029999,33.279999,33.087200,9169600
2023-09-06,33.049999,33.410000,32.529999,32.820000,32.629871,11731900
2023-09-07,32.410000,32.619999,32.020000,32.570000,32.381317,12291800
2023-09-08,32.599998,33.130001,32.540001,32.950001,32.759117,12121900
2023-09-11,33.080002,33.270000,32.500000,32.619999,32.431026,11777000
2023-09-12,32.759998,33.770000,32.759998,33.470001,33.276104,15578400
2023-09-13,33.939999,34.299999,33.430000,33.660000,33.465000,14287400
2023-09-14,33.599998,33.799999,33.029999,33.660000,33.465000,11797300
2023-09-15,33.540001,34.599998,33.419998,33.950001,33.753323,19627500
2023-09-18,33.750000,33.950001,33.310001,33.340000,33.146858,10471500
2023-09-19,33.450001,34.310001,33.349998,33.959999,33.763264,9546700
2023-09-20,34.080002,34.130001,33.160000,33.200001,33.007668,10807900
2023-09-21,32.910000,33.439999,32.689999,32.709999,32.520508,11338000
2023-09-22,33.000000,33.580002,32.500000,32.580002,32.391258,14272000
2023-09-25,32.380001,33.189999,32.270000,33.060001,32.868481,7283400
2023-09-26,32.610001,33.009998,32.209999,32.259998,32.073112,8250800
2023-09-27,32.410000,32.549999,31.969999,32.349998,32.162594,8339100
2023-09-28,32.290001,33.400002,32.070000,33.160000,32.967899,12673800
2023-09-29,33.310001,33.419998,32.759998,32.970001,32.778999,13585000
2023-10-02,32.840000,33.060001,32.160000,32.470001,32.281898,10966100
2023-10-03,32.049999,32.189999,31.309999,31.379999,31.198210,13060900
2023-10-04,31.350000,31.500000,30.629999,31.040001,30.860182,13412200
2023-10-05,30.780001,31.139999,29.719999,30.309999,30.134409,25255400
2023-10-06,30.100000,31.360001,29.870001,30.900000,30.720991,22412900
2023-10-09,30.490000,31.270000,30.330000,30.990000,30.810471,9112000
2023-10-10,30.889999,31.660000,30.709999,31.480000,31.297630,11985700
2023-10-11,31.730000,31.980000,30.780001,30.980000,30.800528,10673700
2023-10-12,30.690001,30.700001,30.030001,30.320000,30.144350,11355500
2023-10-13,30.000000,30.230000,29.540001,29.660000,29.488174,16710500
2023-10-16,29.910000,30.180000,29.650000,30.059999,29.885857,14711500
2023-10-17,29.799999,30.610001,29.780001,30.330000,30.154293,19812300
2023-10-18,29.840000,29.990000,29.459999,29.480000,29.309217,14318900
2023-10-19,29.100000,29.959999,29.059999,29.330000,29.160086,18053800
2023-10-20,29.879999,30.250000,29.450001,29.660000,29.488174,21633500
2023-10-23,29.330000,29.900000,29.209999,29.219999,29.050724,17917700
2023-10-24,28.389999,29.780001,28.010000,28.559999,28.394548,26058100
2023-10-25,28.549999,29.139999,27.709999,29.010000,28.841942,24400400
2023-10-26,29.809999,30.219999,28.430000,28.549999,28.384605,22788200
2023-10-27,28.490000,28.629999,27.120001,27.219999,27.062311,25825600
2023-10-30,27.549999,27.719999,26.790001,27.360001,27.201500,23227300
2023-10-31,27.500000,28.309999,27.340000,28.200001,28.036634,17507200
2023-11-01,28.730000,28.799999,27.730000,28.000000,27.837791,17364000
2023-11-02,28.440001,28.860001,28.160000,28.799999,28.633156,15531400
2023-11-03,29.379999,30.059999,29.330000,29.770000,29.597538,17415600
2023-11-06,29.770000,29.820000,28.990000,29.110001,28.941362,12412100
2023-11-07,28.809999,28.950001,28.059999,28.410000,28.245417,18254100
2023-11-08,28.340000,28.360001,27.520000,27.559999,27.400339,18282600
2023-11-09,27.709999,27.709999,26.629999,26.650000,26.495611,16045900
2023-11-10,26.709999,27.000000,26.299999,26.850000,26.694454,16946700
2023-11-13,26.730000,27.110001,26.639999,26.900000,26.744164,16394300
2023-11-14,27.450001,28.420000,27.410000,28.200001,28.036634,24219700
2023-11-15,28.070000,28.230000,27.730000,28.139999,27.976980,19628900
2023-11-16,27.930000,28.190001,27.420000,27.480000,27.320805,16692000
2023-11-17,27.860001,28.030001,27.530001,28.030001,27.867619,19919800
2023-11-20,28.180000,28.770000,28.139999,28.520000,28.354780,19348500
2023-11-21,28.250000,28.570000,27.700001,27.900000,27.738371,19693500
2023-11-22,28.059999,28.350000,27.840000,28.100000,27.937212,11338100
2023-11-24,28.170000,28.500000,28.120001,28.180000,28.016748,6941400
2023-11-27,28.020000,28.520000,27.940001,28.500000,28.334896,19878800
2023-11-28,28.440001,29.000000,28.330000,28.889999,28.722635,18156700
2023-11-29,31.870001,32.290001,31.420000,31.600000,31.416937,85193700
2023-11-30,31.750000,32.270000,31.580000,31.600000,31.506670,45236500
2023-12-01,31.520000,32.590000,31.520000,32.360001,32.264427,31642900
2023-12-04,32.669998,33.439999,32.599998,33.070000,32.972328,29590100
2023-12-05,32.959999,33.430000,32.660000,32.680000,32.583481,25717600
2023-12-06,33.049999,33.669998,32.869999,32.910000,32.812801,21736200
2023-12-07,32.980000,33.619999,32.810001,33.509998,33.411026,20158800
2023-12-08,33.509998,34.320000,33.509998,33.750000,33.650322,20272100
2023-12-11,33.500000,34.020000,33.439999,33.580002,33.480824,23314400
