Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,17.918339,18.467529,17.846855,18.300158,18.300158,372539154
2013-01-08,18.319834,18.555450,17.991314,18.013729,18.013729,388876160
2013-01-15,17.916096,18.306383,17.467775,17.546980,17.546980,457283611
2013-01-22,17.550716,18.891191,17.323069,18.698166,18.698166,680027392
2013-01-29,18.599035,19.342501,18.593805,18.904640,18.904640,477820299
2013-02-05,18.957193,19.593309,18.891689,19.487455,19.487455,480871695
2013-02-12,19.470770,19.757444,19.371639,19.748228,19.748228,302019817
2013-02-19,19.825439,20.148727,19.688454,19.695427,19.695427,544441078
2013-02-26,19.800781,20.494183,19.536772,20.460808,20.460808,459532006
2013-03-05,20.645864,21.021208,20.549227,20.792564,20.792564,541076514
2013-03-12,20.690199,20.719587,19.961927,20.119337,20.119337,411087101
2013-03-19,20.205267,20.404768,20.085962,20.165415,20.165415,330827392
2013-03-26,20.261555,20.274008,19.757195,19.954954,19.954954,299125006
2013-04-02,20.038391,20.294682,19.138266,19.298912,19.298912,501617163
2013-04-09,19.315102,19.850595,19.255575,19.475252,19.475252,411713441
2013-04-16,19.591316,20.023945,18.960432,19.928055,19.928055,633891108
2013-04-23,19.950222,20.490696,19.840134,20.400036,20.400036,437718550
2013-04-30,20.398540,21.465792,20.332788,21.458319,21.458319,418920353
2013-05-07,21.494682,21.979366,21.187334,21.856327,21.856327,400459416
2013-05-14,21.855579,22.929056,21.846615,22.628433,22.628433,555654954
2013-05-21,22.615730,22.706390,21.693935,21.751471,21.751471,365986685
2013-05-28,22.005020,22.220213,21.295679,21.609751,21.609751,435092745
2013-06-04,21.615231,22.191820,21.101406,22.172392,22.172392,464410223
2013-06-11,22.016726,22.152716,21.556700,22.073513,22.073513,418506808
2013-06-18,22.133289,22.685966,21.500660,21.663549,21.663549,620477015
2013-06-25,21.849602,22.218719,21.532043,22.114111,22.114111,416965051
2013-07-02,22.171894,22.572144,21.849852,22.542753,22.542753,265387022
2013-07-09,22.689953,23.113365,22.365667,23.030924,23.030924,433647347
2013-07-16,23.091698,23.112617,21.808506,22.682480,22.682480,698050695
2013-07-23,22.682480,22.739765,21.940014,21.974384,21.974384,433414476
2013-07-30,22.053837,22.590326,21.939514,22.540512,22.540512,365007027
2013-08-06,22.532791,22.657824,21.958942,22.055082,22.055082,284020603
2013-08-13,22.087959,22.129553,21.333536,21.560436,21.560436,355615958
2013-08-20,21.627684,21.868032,21.507883,21.578867,21.578867,240490049
2013-08-27,21.410250,21.512615,21.060062,21.093437,21.093437,257124165
2013-09-03,21.279240,22.160686,21.269028,22.118345,22.118345,328277870
2013-09-10,22.167412,22.363674,22.017473,22.111122,22.111122,267221873
2013-09-17,22.102406,22.565170,21.942753,22.079741,22.079741,438224439
2013-09-24,22.079741,22.169403,21.626688,21.815977,21.815977,296182018
2013-10-01,21.924072,22.269030,21.522079,21.562677,21.562677,319139747
2013-10-08,21.552217,21.824448,20.995804,21.820959,21.820959,381536754
2013-10-15,21.812243,25.379869,21.768408,24.988836,24.988836,925488001
2013-10-22,25.031178,25.917107,24.801786,25.280243,25.280243,407646252
2013-10-29,25.382360,25.940767,25.242884,25.556955,25.556955,280696189
2013-11-05,25.413494,25.694939,25.096931,25.170404,25.170404,248018161
2013-11-12,25.098425,26.120594,25.031178,25.692448,25.692448,281057539
2013-11-19,25.696684,26.231428,25.413742,26.050606,26.050606,243079720
2013-11-26,26.117107,26.600296,25.976135,26.263557,26.263557,239931966
2013-12-03,26.175636,26.956711,26.127567,26.852848,26.852848,277548434
2013-12-10,26.803286,27.205776,26.348490,26.724331,26.724331,358402364
2013-12-17,26.720346,27.790833,26.377132,27.773397,27.773397,417354505
2013-12-24,27.770161,27.907894,27.599052,27.632925,27.632925,195843327
2013-12-31,27.702166,27.920347,27.520098,27.828691,27.828691,265603831
2014-01-07,28.019974,28.575891,27.824955,27.969664,27.969664,459395498
2014-01-14,28.342516,28.907398,28.096935,28.655842,28.655842,354042081
2014-01-21,28.914869,29.088221,26.955713,27.427942,27.427942,551921010
2014-01-28,27.654345,29.552729,27.382862,28.229937,28.229937,795647144
2014-02-04,28.343512,29.449615,28.095192,29.213751,29.213751,471135336
2014-02-11,29.394073,29.997313,29.195818,29.957710,29.957710,313105213
2014-02-18,29.923092,30.390091,29.825706,30.199554,30.199554,379412821
2014-02-25,30.284985,30.607277,29.692205,29.954971,29.954971,365336257
2014-03-04,30.261572,30.560204,29.989841,30.176142,30.176142,269036650
2014-03-11,30.230936,30.244637,29.203787,29.691210,29.691210,420727099
2014-03-18,29.755220,30.186604,28.541767,28.840151,28.840151,456030934
2014-03-25,29.041147,29.179876,27.570307,27.772251,27.772251,201659749
2014-04-01,27.859013,30.158699,26.285334,26.833828,26.833828,320503533
2014-04-08,27.055719,28.191101,26.254417,26.553099,26.553099,340375944
2014-04-15,26.767509,27.773746,25.852022,26.358631,26.358631,362492497
2014-04-22,26.359631,26.787954,25.071167,25.786703,25.786703,234734699
2014-04-29,25.774237,26.626896,25.745316,26.318243,26.318243,181368584
2014-05-06,26.189596,26.436916,25.096100,26.423454,26.423454,225734056
2014-05-13,26.471823,26.730112,25.701437,26.370600,26.370600,146252438
2014-05-20,26.414478,27.606207,26.242950,27.559336,27.559336,130581530
2014-05-27,27.723885,28.314262,27.211790,27.620667,27.620667,166329407
2014-06-03,27.474070,28.067940,26.863747,28.029045,28.029045,171529645
2014-06-10,27.948767,28.102844,27.001865,27.139488,27.139488,136668196
2014-06-17,27.135498,28.172651,26.892666,28.170158,28.170158,233766047
2014-06-24,28.182125,29.042763,27.973698,28.685246,28.685246,189384531
2014-07-01,28.836828,29.241219,28.753557,29.032789,29.032789,85662543
2014-07-08,28.803919,29.180386,28.173151,29.163431,29.163431,157176346
2014-07-15,29.206814,29.758299,28.352657,29.392801,29.392801,242261307
2014-07-22,29.455132,29.900408,29.157598,29.449146,29.449146,117734355
2014-07-29,29.356901,29.404270,28.065447,28.579037,28.579037,157033956
